,Username,Description,Location,Followers,Following,TotalTweets,RetweetCount,DateTime,FullTweetText,Hashtags
62,DigitimesDotCom,The leading media outlet for the global IT and high-tech supply chain,Taiwan,3604,69,30160,0,2010-06-08 08:43:11,"5G service penetration rates expanding in China, Korea, and US #5G #China #Chinamarket #Korea #Mobile #telecom #SouthKoreamarket #Telecomservice #infrastructure #US #USmarket #DIGITIMES https://t.co/eywOQb168j","['5G', 'China', 'Chinamarket', 'Korea', 'Mobile', 'telecom', 'SouthKoreamarket', 'Telecomservice', 'infrastructure', 'US', 'USmarket', 'DIGITIMES']"
63,ITOnlineSA,One of South Africa's leading IT publications and websites.,South Africa,2670,1291,26929,1,2011-06-23 14:11:22,RT @DUOMarketing: A private #APN delivers a comprehensive range of services that extend beyond the Rands and Cents argument typically assoc…,['APN']
64,TrainingTsg,We supply a range of courses across a number of categories related to software testing and associated technologies. #softwaretesting #certifiedcourses #ISTQB,Across the UK,367,383,1380,0,2016-02-25 11:41:05,"** COURSE SPOTLIGHT **
Enrol with us on the 18TH of March. for our new 2 day ISTQB Foundation – Certified Mobile App Tester virtual classroom course. 
ENROL HERE 👉 👉 👉    https://t.co/OOILrlxmP0 #ISTQB #MOBILEAPPTRAINING #MOBILE #TSGTRAINING #PAYLATER VIRTUALTRAINING https://t.co/6oXqqdqeV6","['ISTQB', 'MOBILEAPPTRAINING', 'MOBILE', 'TSGTRAINING', 'PAYLATER']"
65,solusuk,"The global leader in mobile apps for libraries, over 5,000 locations on 5 continents. A billion searches, over 20 languages. contactless, innovative access","East Kilbride, Scotland",2232,3401,12022,2,2010-02-18 15:14:18,"RT @lizmcgettigan: Shoalhaven - leading the way with the SOLUS app, library members simply tap the item they wish to borrow with their smar…",[]
66,solusuk,"The global leader in mobile apps for libraries, over 5,000 locations on 5 continents. A billion searches, over 20 languages. contactless, innovative access","East Kilbride, Scotland",2232,3401,12022,2,2010-02-18 15:14:18,"RT @lizmcgettigan: Thinking about your library budget savings for next year? By using the app, library users can deactivate RFID security w…",[]
67,NarayanShastri,"ಕನ್ನಡಿಗ ""ಮಹಾಪ್ರಾಣ ರಹಿತ ಕನ್ನಡ"" ವಿರೋಧಿ UK English PUNdit anti-CONG proud vegan Yoga 💪  BEER🍾🍺🍷 lover, photography ♥️Kodagu Malnad ಪರಿಸರ ಉಳಿಸಿ Born 29 January.",ಬೆಂಗಳೂರು Bengaluru,809,2655,55319,1,2008-05-28 11:24:41,RT @abs261: #Mobile Friendly bike on road...go n book...😜😜😜😜 https://t.co/t9pWb4CCif,['Mobile']
68,devvibesbot,WebDev Retweet bot Made by @dinoknowsbetter | @webarchitectstm,,2156,2,241196,1,2020-10-27 07:59:37,RT @catchprltd: All our #websites are fully #mobileresponsive so you don't lose out on any business while your customers are on the move. G…,"['websites', 'mobileresponsive']"
69,MobileBot01,"A Twitter bot, which retweet tweets with hashtags #mobile, #iOS, #android in their content. Created by @noorulain_ali.","Dubai, United Arab Emirates",243,42,32683,2,2020-06-07 05:50:29,"RT @LegendLakeNet: Legend Lake Technologies

- Websites from $ 475/yr
- Secure cloud hosting
- Custom desktop apps
- Dynamic media bots
- C…",[]
70,botcybersec,I retweet everything related to CyberSecurity🤓 || Made in INDIA🇮🇳 || @0z09e developed me using Python🐍,India,341,1,31822,8,2020-03-14 06:13:19,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
71,abs261,Mechanical Engineer ☆ Singing & Sketching ☆ Believe in Giving 100% ☆ Genuine/Hopeless Romantic 🤩 ONLY Mosquitoes luv me ☆ Yoga Trainer/Fitness ❤,𝒯𝓌𝒾𝓉𝓉𝑒𝓇 𝒯𝐿🧚‍♀️,3566,697,54677,1,2012-02-28 16:27:28,#Mobile Friendly bike on road...go n book...😜😜😜😜 https://t.co/t9pWb4CCif,['Mobile']
72,Cloud_CIO_,"CloudCIO a vendor agnostic, independent, Digital Transformation & IT Security consultancy.  Transforming Businesses Securely.","London, England",1186,498,67292,8,2015-09-10 09:18:16,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
73,LegendLakeNet,Legend Lake Technologies | Software development and cloud hosting | LegendLakeTech@gmail.com,"Legend Lake, Wisconsin",9,43,10787,2,2020-09-15 07:01:27,"Legend Lake Technologies

- Websites from $ 475/yr
- Secure cloud hosting
- Custom desktop apps
- Dynamic media bots
- Complex databases
- Mobile apps

 #Mobile #Web #Desktop #Server #Code #Cloud #MondayMotivation #MondayThoughts #WorkingFromHome https://t.co/vXoKiej7Mt","['Mobile', 'Web', 'Desktop', 'Server', 'Code', 'Cloud', 'MondayMotivation', 'MondayThoughts', 'WorkingFromHome']"
74,catchprltd,"Catch PR offer a full range of bespoke packages for all your #print, #publishing, #promotional, #PR and #exhibition needs.",Essex,336,603,1190,1,2010-08-11 16:44:23,"All our #websites are fully #mobileresponsive so you don't lose out on any business while your customers are on the move. Get in touch to see how we can help you!

https://t.co/pPLb2X4Mex

#mobile #responsive #webdesign #websitedesign #webdeveloper https://t.co/2HbhprPvZ3","['websites', 'mobileresponsive', 'mobile', 'responsive', 'webdesign', 'websitedesign', 'webdeveloper']"
75,RadioRNCD,Shitty backyard punk!,"Long Beach, CA",42,283,1629,0,2017-02-01 02:14:10,Take a Few Minutes 2 Check Us Out on Your #Mobile #iPad or #Computer https://t.co/P1TUIcY3rJ #PavingtheWay #radiorncd #rncd,"['Mobile', 'iPad', 'Computer', 'PavingtheWay', 'radiorncd', 'rncd']"
76,KrishaWeb,A full service digital agency transforming the digital experience for online users & businesses | #WebDesign | #WebDevelopment | #Ecommerce | DigitalMarketing |,"Colorado, USA",2969,1763,10269,0,2009-09-13 18:03:52,"Did You Know? In the 3rd quarter of 2020, 50.81% of global website traffic was generated by mobile devices and this statistic does not include the web-traffic generated by e-tablets.

#websitetraffic #mobile #KrishaWeb","['websitetraffic', 'mobile', 'KrishaWeb']"
77,truckerworld,Your Views On The World Of Transport,"Norfolk, United Kingdom",4255,1987,118369,0,2012-08-27 09:06:07,"WAE and Fortescue to develop electric mining haul truck

More: https://t.co/aovgbdWs5x

#Williams Advanced Engineering (WAE) has announced a new partnership with Fortescue Metals Group to create a battery electric mining... #Challenge #Craig #Elizabeth #Mobile","['Williams', 'Challenge', 'Craig', 'Elizabeth', 'Mobile']"
78,E360Real,,,3,0,13,0,2021-02-03 12:39:30,"With #RealE360 being #iOS and #Android #Mobile Ready, agents can access multiple devices and real-time information.

Learn more: https://t.co/hALhSHURy0

#reale360 #realestate #realtors #realestatesales #realestatecrm https://t.co/b3mfzGR9ec","['RealE360', 'iOS', 'Android', 'Mobile', 'reale360', 'realestate', 'realtors', 'realestatesales', 'realestatecrm']"
79,ThePresentArts,"❤ Unique handcrafted gifts & cards, created with care & attention to detail ❤ #QueenOf winner Dec 2017 (Pro Europe 🇪🇺 ) https://t.co/AmC1cQ0dl1…","Newlyn, Penzance, Cornwall",4395,4310,32424,2,2016-02-04 13:33:46,"RT @TimsHouseHM: Dreams with a blooming garden 
Soft felt mobile for a little baby

https://t.co/z86DBcGn0S

#etsystore #Babygirls #babygif…","['etsystore', 'Babygirls']"
80,whitestone_UK,"Full protection You can't see 
https://t.co/ZJPFb7lbAQ  Youtube:https://t.co/g7o1daxUEK  
Please DM for any questions :)",,554,3322,71033,0,2017-12-21 00:06:39,"Galaxy S21 5G Appears in the First Official Image with a Flat Screen

What a beautiful device and colors 

Get this and Protector this with us 

SHOP : https://t.co/twy41vMv6C

#whitestonedome #screenprotector #S21 #samsung #mobile #domeglass

https://t.co/fJvmlap0M8 https://t.co/QGxMVVqbud","['whitestonedome', 'screenprotector', 'S21', 'samsung', 'mobile', 'domeglass']"
81,JRobinson271,"Lead Telecoms & Tech Analyst, @GSMAi. Ex @Ovum, @Ofcom. @uniofeastanglia alumnus. All tweets/views my own","London, England",124,266,231,0,2020-04-30 19:12:36,Nice summary (in Spanish) of #mobile tower ownership in Europe. Continued M&amp;A - e.g. in France and Poland in 2021 - sees Cellnex portfolio well exceed many operator-owned/led infrastructure units https://t.co/MhdzEdveBX,['mobile']
82,vishne0,"Hacker, Hustler, Security expert, Influencer, Author (Beginning Elastic Stack). #Security #infosec #Author #appsec #cybersecurity",India,7113,5009,173704,5,2011-12-22 09:06:24,"RT @agedchild003: RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/2NKOLhVXr7 

https://t.co/uaSZ6AyhWd

#photo…","['Mobile', 'photo']"
83,godfrey_G_,"If our limited intelligence got us here imagine where unlimited A.I intelligence  can take us. Hi Am GeE and am a God fearing, Space fanatic and an AI believer.","Johannesburg, South Africa",904,30,112477,5,2017-11-28 09:54:38,"RT @agedchild003: RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/2NKOLhVXr7 

https://t.co/uaSZ6AyhWd

#photo…","['Mobile', 'photo']"
84,cybersec_feeds,check out a privacy oriented social media platform 👉🏾https://t.co/KkqBnPkRZK Cyber Security News in 1 place! Retweets original Cyber Sec tweets. 🤖 made by @AbdirahiimYa,Internet,14472,1,1365235,5,2019-05-24 09:27:42,"RT @agedchild003: RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/2NKOLhVXr7 

https://t.co/uaSZ6AyhWd

#photo…","['Mobile', 'photo']"
85,godfrey_G_,"If our limited intelligence got us here imagine where unlimited A.I intelligence  can take us. Hi Am GeE and am a God fearing, Space fanatic and an AI believer.","Johannesburg, South Africa",904,30,112477,8,2017-11-28 09:54:38,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
86,PCDUE,PCDUE opera dal 2001 nel settore IT fornendo Servizi di supporto informatico Aziendale volti a soddisfare il mercato della piccola e media impresa.,Milano,1313,1193,166491,0,2013-08-11 20:01:01,"The study found there was a 650% surge in account takeover (ATO) in Q4 compared to Q1, as well as a 250% increase in attempted #fraud on #onlinebanking detected between the two periods, fuelled by a 200% growth in #mobile banking &gt;&gt; https://t.co/ATFSkG5okA","['fraud', 'onlinebanking', 'mobile']"
87,eVisitorGuide,"FREE, curated, mobile-friendly city visitor guides. Everything you need to explore a destination in the palm of your hand!","CHI, MKE, STL & Nashville",721,802,135001,0,2009-08-07 18:19:02,"#Explore #Chicago with @eVisitorGuide, our #FREE #mobile friendly #visitor guide! Simply open browser to https://t.co/L8zdF4ak4F and get going! #Sightseeing #Museums #Attractions #Dining #Nightlife #Tours #Theater &amp; more! Includes self-guided walking tours! https://t.co/de2WUnZnls","['Explore', 'Chicago', 'FREE', 'mobile', 'visitor', 'Sightseeing', 'Museums', 'Attractions', 'Dining', 'Nightlife', 'Tours', 'Theater']"
88,KhanPuking,时珍岂不甘，忘味在闻韶,China,119,880,4590,5,2012-07-29 08:20:54,"RT @dos1: phosh running inside a container under phosh, plus phosh's source code in Qt Creator - all on the Librem 5. Perfect for when you…",[]
89,cybersec_feeds,check out a privacy oriented social media platform 👉🏾https://t.co/KkqBnPkRZK Cyber Security News in 1 place! Retweets original Cyber Sec tweets. 🤖 made by @AbdirahiimYa,Internet,14472,1,1365235,8,2019-05-24 09:27:42,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
90,devvibesbot,WebDev Retweet bot Made by @dinoknowsbetter | @webarchitectstm,,2156,2,241196,3,2020-10-27 07:59:37,RT @remote_dev_jobs: Back End Software Engineer (Node.js) at Deep Consulting Solutions #Application #Automation #Backend #Database #Design…,"['Application', 'Automation', 'Backend', 'Database', 'Design']"
91,TheRetweeterNg,"Goodhearted! Generous! Grand Planner! iRetweet best of everything! Contact theretweeterng@gmail.com for trends,adverts etc RETWEET IS NOT ENDORSEMENT","New Jersey, USA",5425,889,12792,0,2015-11-11 21:12:02,"RT graystone_str MULTI PLAY MVNOS OFFER SIGNIFICANT OPPORTUNITY

Is it time to consider adding mobile to your product roadmap?

https://t.co/l02fCp7XZu

#MVNO #telecoms #telecommunications #5g #mobile #iot #broadband #wifi #TV #Energy #georgia #volton #nigeria #utility #custome…","['MVNO', 'telecoms', 'telecommunications', '5g', 'mobile', 'iot', 'broadband', 'wifi', 'TV', 'Energy', 'georgia', 'volton', 'nigeria', 'utility', 'custome']"
92,Ebox_Support,https://t.co/1VWSn493r3 Android News || Gaming News || Tech News || Reviews || Movies/TV || Follow us for all the latest gossip||,Global,34584,8591,111614,0,2014-07-30 21:43:26,Official: OnePlus 9 arrives on March 23 with historic partnership - #Huawei #Mobile #Oneplus #smartphone #Smartphones #Socialnetworks - https://t.co/o4yOMJHhdf https://t.co/CRPAPEBca7,"['Huawei', 'Mobile', 'Oneplus', 'smartphone', 'Smartphones', 'Socialnetworks']"
93,SkateMapper,"SkateMapper
https://t.co/KvOdTjH7w4",Planet Earth,85,320,9120,0,2021-01-05 01:51:15,"(NOW ON ANGHAMI, SPOTIFY, APPLE MUSIC, ETC) Get Lucky 
#nowonanghamispotifyapplemusicetcgetlucky
#soundcloud
#skateboarding
#mobile apps
https://t.co/ic76zU7HbV","['nowonanghamispotifyapplemusicetcgetlucky', 'soundcloud', 'skateboarding', 'mobile']"
94,netmobz,Blogger and Product Reviewer - DM me if you want to review a product,"New York, USA",6183,61,68836,0,2015-10-28 03:17:14,"https://t.co/yWjGIEvGTg - Postscript, which helps Shopify merchants stay in touch with customers via SMS, announces $35M Series B led by Greylock, with participation from YC and others (Greg Kumparak/TechCrunch) #tech #mobile","['tech', 'mobile']"
95,Gurgling_MrD,"Christian, husband, father. Tweeting on #parenting, #tech, #security, #leadership and #geek #humour. Geek by trade, pianist for fun.","York, UK",5043,901,74812,8,2012-12-06 14:15:19,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
96,graystone_str,"End-to-end consultancy offering services across the business lifecycle from the initial idea, to taking it to market and growing the business.","England, United Kingdom",90,205,402,0,2016-08-01 08:19:59,"MULTI PLAY MVNOS OFFER SIGNIFICANT OPPORTUNITY

Is it time to consider adding mobile to your product roadmap?

https://t.co/Pye6O9KQuz

#MVNO #telecoms #telecommunications #5g #mobile #iot #broadband #wifi #TV #Energy #georgia #volton #nigeria #utility #customer #marketing","['MVNO', 'telecoms', 'telecommunications', '5g', 'mobile', 'iot', 'broadband', 'wifi', 'TV', 'Energy', 'georgia', 'volton', 'nigeria', 'utility', 'customer', 'marketing']"
97,beefyspace,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",Neither here nor there,609,384,27558,8,2009-08-26 21:13:26,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
98,Discovertech3,Just a bot helping developers and designers by retweeting their creation. Made with #nodejs by @ApratimMahata,Internet,1010,1,239798,8,2020-10-06 04:01:38,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepF…","['Mobile', 'photo', 'MobileApp']"
99,Discovertech3,Just a bot helping developers and designers by retweeting their creation. Made with #nodejs by @ApratimMahata,Internet,1010,1,239798,5,2020-10-06 04:01:38,"RT @agedchild003: RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/2NKOLhVXr7 

https://t.co/uaSZ6AyhWd

#photo…","['Mobile', 'photo']"
100,DigitimesDotCom,The leading media outlet for the global IT and high-tech supply chain,Taiwan,3604,69,30160,0,2010-06-08 08:43:11,SK Hynix announces mass production of 18GB LPDDR5 mobile DRAM #Bits #chips #capacity #DRAM #Hynix #Memorychips #mobile #Mobile #telecom #Mobilecomponents #mobileDRAM #SKHynix #DIGITIMES https://t.co/Yy9loVHcFd,"['Bits', 'chips', 'capacity', 'DRAM', 'Hynix', 'Memorychips', 'mobile', 'Mobile', 'telecom', 'Mobilecomponents', 'mobileDRAM', 'SKHynix', 'DIGITIMES']"
101,DigitimesDotCom,The leading media outlet for the global IT and high-tech supply chain,Taiwan,3604,69,30160,0,2010-06-08 08:43:11,Largan February revenues hit 2-year low #IT #CE #ITcomponents #peripherals #Largan #LarganPrecision #Mobile #telecom #Mobilecomponents #revenues #DIGITIMES https://t.co/4COj8RLbe2 https://t.co/0SFzjMDjHm,"['IT', 'CE', 'ITcomponents', 'peripherals', 'Largan', 'LarganPrecision', 'Mobile', 'telecom', 'Mobilecomponents', 'revenues', 'DIGITIMES']"
102,SkateMapper,"SkateMapper
https://t.co/KvOdTjH7w4",Planet Earth,85,320,9120,0,2021-01-05 01:51:15,"rnb and hip hop mix 2000-2007 part 2 
#rnbandhiphopmix20002007part2
#mobile apps
#soundcloud
#skateboarding
https://t.co/PmBxrsk8a4","['rnbandhiphopmix20002007part2', 'mobile', 'soundcloud', 'skateboarding']"
103,techie_wiz,"Tech company, gadget reviews and product tutorials.
Send a DM to get your startup/company or tech product promoted on our platform.",Global,1148,25,69564,1,2019-07-05 11:42:41,"RT @tech_cheers: Join 13 people right now at ""OnePlus 9 Hasselblad"" #cheers #technology #tech #mobile #hasselblad #techradar #cameras #onep…","['cheers', 'technology', 'tech', 'mobile', 'hasselblad', 'techradar', 'cameras']"
104,tech_cheers,What's happening at the Massive Online Technology Party on Cheers. Gadgets. Hardware. PCs. Cameras. Stereos.,In the cloud,2631,2949,76305,1,2010-07-13 22:42:44,"Join 13 people right now at ""OnePlus 9 Hasselblad"" #cheers #technology #tech #mobile #hasselblad #techradar #cameras #oneplus #launch #phones #focus #march #news https://t.co/QoftEyUlEy https://t.co/JCKYhgZRG8","['cheers', 'technology', 'tech', 'mobile', 'hasselblad', 'techradar', 'cameras', 'oneplus', 'launch', 'phones', 'focus', 'march', 'news']"
105,ctgchatter,"freedom fighter's child, banker-accountant turned 4thGen #MP #FinanceNPlanning @albd1971 #PAC #Estimates #PNND #IPU  #ClimateParl #Rotarian #dreamer",Bangladesh,4360,598,11299,0,2009-05-07 18:06:19,"#Digitisation ensures transparency in #Bangladesh’s #socialsafety net payments: 1.23mil beneficiaries are receiving allowances through agent banking; @albd1971 Govt plans to bring further 7.6mil beneficiaries under #mobile payments (#G2P) by 2021 
#Fintech
https://t.co/sdZtNvYAtj","['Digitisation', 'Bangladesh', 'socialsafety', 'mobile', 'G2P', 'Fintech']"
106,DWS1225,The World is such a funny place to be in,,106,95,7022,0,2010-07-06 15:15:10,#Netflix releases a new feature to feature #shortvideos from their #ComedyCatalogue! Now you can use Netflix like #TikTok! Only on #iOS for now though. More on #techenttv! #tech #technews #technology #mobile #netflixmobile #film #comedy #FastLaugh https://t.co/4YaxcnSQDM,"['Netflix', 'shortvideos', 'ComedyCatalogue', 'TikTok', 'iOS', 'techenttv', 'tech', 'technews', 'technology', 'mobile', 'netflixmobile', 'film', 'comedy', 'FastLaugh']"
107,nurjeevangsr,"Tech Enthusiast and Co-Founder of @techenttv! Loves music, art, video games and lotsa other stuff.","Kuala Lumpur, Malaysia",204,715,13319,0,2011-03-09 04:39:20,#Netflix releases a new feature to feature #shortvideos from their #ComedyCatalogue! Now you can use Netflix like #TikTok! Only on #iOS for now though. More on #techenttv! #tech #technews #technology #mobile #netflixmobile #film #comedy #FastLaugh https://t.co/9ImkatppWF,"['Netflix', 'shortvideos', 'ComedyCatalogue', 'TikTok', 'iOS', 'techenttv', 'tech', 'technews', 'technology', 'mobile', 'netflixmobile', 'film', 'comedy', 'FastLaugh']"
108,entitydigitalco,,,36,42,7917,0,2016-03-08 04:04:35,#Netflix releases a new feature to feature #shortvideos from their #ComedyCatalogue! Now you can use Netflix like #TikTok! Only on #iOS for now though. More on #techenttv! #tech #technews #technology #mobile #netflixmobile #film #comedy #FastLaugh https://t.co/ihaTVS9OZg,"['Netflix', 'shortvideos', 'ComedyCatalogue', 'TikTok', 'iOS', 'techenttv', 'tech', 'technews', 'technology', 'mobile', 'netflixmobile', 'film', 'comedy', 'FastLaugh']"
109,techenttv,TechENT is a tech website aimed at making technology easy and accessible to everyone. We cover all things technology from reviews to the latest news,Malaysia,235,225,9513,0,2014-01-27 04:13:08,#Netflix releases a new feature to feature #shortvideos from their #ComedyCatalogue! Now you can use Netflix like #TikTok! Only on #iOS for now though. More on #techenttv! #tech #technews #technology #mobile #netflixmobile #film #comedy #FastLaugh https://t.co/dGDJR8mi5a,"['Netflix', 'shortvideos', 'ComedyCatalogue', 'TikTok', 'iOS', 'techenttv', 'tech', 'technews', 'technology', 'mobile', 'netflixmobile', 'film', 'comedy', 'FastLaugh']"
110,Josh15230,,,37,209,809,7,2018-01-01 11:29:36,"RT @CODM_TerpJetson: Going to be tallying up all qualified for the giveaway so I can get it ready to go.. 

So plz

ONLY reply to this 1 ti…",[]
111,MobileBot01,"A Twitter bot, which retweet tweets with hashtags #mobile, #iOS, #android in their content. Created by @noorulain_ali.","Dubai, United Arab Emirates",243,42,32683,2,2020-06-07 05:50:29,"RT @LegendLakeNet: Legend Lake Technologies

- Websites from $ 475/yr
- Secure cloud hosting
- Custom desktop apps
- Dynamic media bots
- C…",[]
112,LegendLakeNet,Legend Lake Technologies | Software development and cloud hosting | LegendLakeTech@gmail.com,"Legend Lake, Wisconsin",9,43,10788,2,2020-09-15 07:01:27,"Legend Lake Technologies

- Websites from $ 475/yr
- Secure cloud hosting
- Custom desktop apps
- Dynamic media bots
- Complex databases
- Mobile apps

 #Mobile #Web #Desktop #Server #Code #Cloud #MondayMotivation #MondayThoughts #WorkingFromHome https://t.co/hZsOWqj7jW","['Mobile', 'Web', 'Desktop', 'Server', 'Code', 'Cloud', 'MondayMotivation', 'MondayThoughts', 'WorkingFromHome']"
113,agedchild003,see something..remember little things..run for everything.. but can do bunch of things...i'm crazy boy,look around may be i am there,857,255,439931,5,2011-07-01 11:59:27,"RT @bamitav: DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/2NKOLhVXr7 

https://t.co/uaSZ6AyhWd

#photo #MobileApp #DeepFake #deepfakevideos #AI #CyberSecurity #InfoSec #ML #DL #NLP #Algorithms #bots #cobot #Security #tech #technology #RT","['Mobile', 'photo', 'MobileApp', 'DeepFake', 'deepfakevideos', 'AI', 'CyberSecurity', 'InfoSec', 'ML', 'DL', 'NLP', 'Algorithms', 'bots', 'cobot', 'Security', 'tech', 'technology', 'RT']"
114,SkateMapper,"SkateMapper
https://t.co/KvOdTjH7w4",Planet Earth,85,320,9120,0,2021-01-05 01:51:15,"MIA vs Vampire Weekend - A Punk Paper Planes - Sam Flanagan Mash up 
#skateboarding
#mobile apps
#soundcloud
#miavsvampireweekendapunkpaperplanessamflanaganmashup
https://t.co/MTonTFzTi6","['skateboarding', 'mobile', 'soundcloud', 'miavsvampireweekendapunkpaperplanessamflanaganmashup']"
115,bamitav,CEO @TechAsiaLab | Tweets for #STEM Community & Tech Leaders (#CSuite #CXO #CEO #CIO #CTO) on Global #TechTrends & #Technological Advances!,"Bangalore, India",28728,23171,100965,8,2009-11-21 16:54:25,"DeepFake, a #Mobile Photo App That's Going Viral - https://t.co/ZrhhFImE3n 

https://t.co/2wHnR0wRUu

#photo #MobileApp #DeepFake #deepfakevideos #AI #CyberSecurity #InfoSec #ML #DL #NLP #Algorithms #bots #cobot #Security #tech #technology #RT","['Mobile', 'photo', 'MobileApp', 'DeepFake', 'deepfakevideos', 'AI', 'CyberSecurity', 'InfoSec', 'ML', 'DL', 'NLP', 'Algorithms', 'bots', 'cobot', 'Security', 'tech', 'technology', 'RT']"
116,AbubakerAssid,#SocialMedia #Strategy #Influence #Branding 🎓#MBAMCI #DigitalMarketing #Relationship 🤝 #Communication #Ebusiness 🗣 📲 💻,"Paris, France",449,573,1327,0,2018-10-15 14:14:42,"➡️How Can Mobile Apps Benefit from #Blockchain Technology? 🚀

#bitcoin #cryptocurrency ##invest #technology #mobile

https://t.co/ugfvKVz63w","['Blockchain', 'bitcoin', 'cryptocurrency', 'invest', 'technology', 'mobile']"
117,EASPsalud,"Para el desarrollo de la formación, la consultoría, la investigación y la cooperación internacional en Salud Pública y Gestión Sanitaria","Granada, Spain",16263,1467,28577,2,2011-04-11 15:36:14,RT @BiblioEASP: #Produccioncientifica @EASPsalud @CIBER_ESP  Effect of a #mobile‐based intervention on #mentalhealth in frontline healthcar…,"['Produccioncientifica', 'mobile', 'mentalhealth']"
118,FF4EuroHPC,Offering #HPC related experiments for #SMEs across European boundaries,,186,65,166,0,2020-04-23 15:07:56,"💡Get inspired❗️
#HPC can be successfully used for developing and producing the most advanced #audio systems on #MEMS technology. Read the success story and learn how #SMEs can benefit from using HPC in #electrical #engineering and #mobile communication▶️ https://t.co/Vo9WwJEryH","['HPC', 'audio', 'MEMS', 'SMEs', 'electrical', 'engineering', 'mobile']"
119,SvenVanHamme,Digital Marketing Specialist | Social Media Nerd | Internet Geek | Series & Movie Addict | LEGO Fan | Tweets & thoughts are my own |,"Wilrijk, Belgium",600,1010,6441,2,2010-08-04 12:03:16,"RT @OneSpan: To conduct account takeover attacks, fraudsters are leveraging the security code autofill feature on iOS 📱

Find out more abou…",[]
120,on9deals,"https://t.co/3d6lbblIMw is a daily deals & offers site. 
Follow us for best loots on Internet","Mumbai, India",198,41,7330,0,2017-10-28 16:15:28,"MobiKwik - Flat Rs.10 Cashback On Your First Prepaid Or Postpaid Mobile Transactions This Month
https://t.co/TivyDtzx8k

#MobiKwik #Cashback #Prepaid #Postpaid #Mobile #on9deals #deals #Mobikwik","['MobiKwik', 'Cashback', 'Prepaid', 'Postpaid', 'Mobile', 'on9deals', 'deals', 'Mobikwik']"
121,TheDeveloperBot,"I'm a bot created by @DreamsOfImran with a little bit of NodeJs and lots of ❤️
I like and retweet posts related to #javascript, #vuejs, #reactjs, #Nodejs & etc",,2908,1,582506,3,2020-04-14 20:51:03,RT @remote_dev_jobs: Back End Software Engineer (Node.js) at Deep Consulting Solutions #Application #Automation #Backend #Database #Design…,"['Application', 'Automation', 'Backend', 'Database', 'Design']"
122,remote_dev_jobs,The best job board only for software engineers with programming skills to work remotely online for top companies from home or anywhere else. By @tomtnar,,2600,6,28612,3,2018-05-25 08:00:32,Back End Software Engineer (Node.js) at Deep Consulting Solutions #Application #Automation #Backend #Database #Design #DevOps #Frontend #Lead #Management #Mobile #Nodejs #SQL #Systems 👉 https://t.co/F51P2Wopfg,"['Application', 'Automation', 'Backend', 'Database', 'Design', 'DevOps', 'Frontend', 'Lead', 'Management', 'Mobile', 'Nodejs', 'SQL', 'Systems']"
123,cityamclub,"The City A.M. Club is the exclusive community for networking, events and access to our unique partner offers.   Join today at https://t.co/Mcsuw2bHTC.","London, England",152,84,1389,0,2018-05-21 15:07:23,"Don't miss: Starling Bank secures unicorn status with £272m funding round

Starling Bank today confirmed it has raised £272m in its largest ever funding round, confirming its status as Britain’s newest unicorn https://t.co/tE0GE7wVIa @StarlingBank #Starling #Unicorn #Mobile #tech https://t.co/fbebOEpoPx","['Starling', 'Unicorn', 'Mobile', 'tech']"
