,Username,Description,Location,Followers,Following,TotalTweets,RetweetCount,DateTime,FullTweetText,Hashtags
72,DjangoBot_,Hi! I'm a Twitter Bot developed by @ZawadHossain12  to like & retweet #django #python. Follow me to get update about #django #python. If u like Give it a star👇,,849,1,151157,31,2020-12-08 22:10:30,"RT @DomainFQ: .
Domain For sale

https://t.co/jZ1M3Mu3aV 

#AnthologyTV #anthology #AnthologyTVSeries #poetry   #movie #movies #100DaysOfCo…","['AnthologyTV', 'anthology', 'AnthologyTVSeries', 'poetry', 'movie', 'movies']"
73,buy_names,Buy Sell Domain Names,,19,33,1023,31,2020-12-26 03:07:34,"RT @DomainFQ: .
Domain For sale

https://t.co/jZ1M3Mu3aV 

#AnthologyTV #anthology #AnthologyTVSeries #poetry   #movie #movies #100DaysOfCo…","['AnthologyTV', 'anthology', 'AnthologyTVSeries', 'poetry', 'movie', 'movies']"
74,DiverseSquadPMA,"We are a collective of diverse agents working in the TV & Film industry fighting for better representation. 
Resources & Updates - click our link!",United Kingdom,6,6,4,0,2021-02-19 19:31:14,"We would like to encourage anyone who would like to share their experiences with us to contact: contactthediversesquad@gmail.com⁣

#diversity #talentagents #TV #Film #UK #actors #acting #inclusion #casting","['diversity', 'talentagents', 'TV', 'Film', 'UK', 'actors', 'acting', 'inclusion', 'casting']"
75,hplbot,H.P. Lovecraft retweet bot.,,1735,30,98967,3,2015-09-13 20:23:53,RT @MichealDJenkins: Looking forward to speaking with 3 colleges today about next steps into the #film and #Tv industry. Chaired by @CTSdoF…,"['film', 'Tv']"
76,MichealDJenkins,"Storyteller
https://t.co/Ns9nM0tM9S","Bristol, England",1270,711,2195,3,2015-12-07 22:20:55,Looking forward to speaking with 3 colleges today about next steps into the #film and #Tv industry. Chaired by @CTSdoFilm I love encouraging the youngers to think about what they will do next. @westoncollege @BTC_Coll @cirencoll #film https://t.co/bJQiSB0Hc3,"['film', 'Tv', 'film']"
77,30xcodes,"Retweets 🧲 #30DaysOfCode & #100DaysOfCode 🔥
Motivates #NewBies to code more 👨‍💻                                                
Follow me & @par_prateek ✨",Leave a star at GitHub👉,1581,5,297339,43,2020-11-07 13:20:18,"RT @DomainFQ: .
Domain for sale

https://t.co/3QMMuloTKn

#Tamasha #TamashaLive #Entertainment #Startup #100DaysOfCode #javascript #python…","['Tamasha', 'TamashaLive', 'Entertainment', 'Startup', '100DaysOfCode', 'javascript', 'python']"
78,DjangoBot_,Hi! I'm a Twitter Bot developed by @ZawadHossain12  to like & retweet #django #python. Follow me to get update about #django #python. If u like Give it a star👇,,849,1,151157,43,2020-12-08 22:10:30,"RT @DomainFQ: .
Domain for sale

https://t.co/3QMMuloTKn

#Tamasha #TamashaLive #Entertainment #Startup #100DaysOfCode #javascript #python…","['Tamasha', 'TamashaLive', 'Entertainment', 'Startup', '100DaysOfCode', 'javascript', 'python']"
79,Hackingdom_io,"The Kingdom of Hacking !

#EthicalHacking #CyberSecurity #Programming #RedTeam #CTF #IA #IoT #BigData #SocialEngineering #Profiling #Cryptography #Privacy",Bordeaux,1126,445,40132,43,2019-09-01 16:04:10,"RT @DomainFQ: .
Domain for sale

https://t.co/3QMMuloTKn

#Tamasha #TamashaLive #Entertainment #Startup #100DaysOfCode #javascript #python…","['Tamasha', 'TamashaLive', 'Entertainment', 'Startup', '100DaysOfCode', 'javascript', 'python']"
80,mediainfoWorldw,"A worldwide feed of media news, from the media information website. For country-specific versions, come to http://t.co/wBZcjFY5tO","London, UK",674,1,122265,0,2014-01-10 16:07:20,"UK: BritBox is coming to Roku, games consoles and Sky Q through Prime Video Channels https://t.co/qeJKR80EDe /via @seenituk #tv",['tv']
81,minfoUKtv,"The latest industry news about UK television from http://t.co/wBZcjFY5tO, the media information website","London, UK",1826,1,97047,0,2007-05-03 21:29:54,"News: BritBox is coming to Roku, games consoles and Sky Q through Prime Video Channels https://t.co/xOmmV5btgi /via @seenituk #tv",['tv']
82,MTFFilm_TV,"MediaTainment Finance's camera, action, lights on the film and TV businesses",,55,98,1265,0,2013-06-30 16:09:21,Suit up. @miholden explores the complexities surrounding Princess Meghan Markle’s decision to speak to @Oprah Winfrey on Sunday https://t.co/6mH4BE6CAM via @Reuters #entertainment #television #TV,"['entertainment', 'television', 'TV']"
83,Jilly_Pepper,BRIGHT IDEAS for hot #branding for entrepreneurs/startups who are in the dark about branding - designer & educator #WOW & #OMBLE winner,London,4107,5000,58674,1,2010-06-29 20:00:56,RT @GloTIMETV_: Celebrating #SylviaAnderson On #InternationalWomensDay  – A Pioneer For Women In #Television - https://t.co/Y0qYIDoqvn - #t…,"['SylviaAnderson', 'InternationalWomensDay', 'Television']"
84,MoonPerrl,,,509,3433,47674,0,2018-01-03 10:37:55,@BrittMolotov Watch the #video from Sky News #Australia that is talking about the #OprahWinfrey #TV Interview. It is very enlightening. https://t.co/Rm1iDDj4Xc,"['video', 'Australia', 'OprahWinfrey', 'TV']"
85,TriggSumi,THUNDERBIRDS & THUNDERBIRDS ARE GOと宇宙を何となく妄想する雑多な成人腐垢。稀にibisPaintXでお絵描き。いいねRTが超煩いのでフォローには不向きです…。現在は飼ってないけれどお魚の永遠のしもべ。 ツイぷろ（放置してますが…）→ https://t.co/z2Ug0pD7yZ,Japan Hokkaido,70,434,50325,4,2016-01-08 17:49:06,RT @fab_anderson: Celebrating #SylviaAnderson On #InternationalWomensDay  – A Pioneer For Women In #Television - https://t.co/X7pOJIulAx -…,"['SylviaAnderson', 'InternationalWomensDay', 'Television']"
86,clovar,Freelance food & travel writer ⌨️Photographer 📸 Owner of Clovar Creative 🍀 Urban gardener 🌱 Wanderlust victim ✈️ Say hi at hello@clovarcreative.com,"Sydney, Australia",2700,1039,11468,0,2011-10-24 09:39:49,"What tv shows, YouTube channels do you tune into when you want to switch off and experience complete escapism? #tv #escapism","['tv', 'escapism']"
87,ljfaustin,,"Brisbane City, Brisbane",16572,3070,36653,0,2011-02-18 15:47:39,Bec is upset Jake went out to hang out with the boys. Bec got some daddy issues #MarriedatfirstsightAustralia #MAFSAustralia  #TV,"['MarriedatfirstsightAustralia', 'MAFSAustralia', 'TV']"
88,commander_mac,Indie comics 💥 Cult TV 🎥 Retro sci-fi 🚀 AP2HYC Senior Editor ('14-'20). 🦸 Always writing about Gerry Anderson shows. 📖 Awkward aro. He/him.,Cloudbase,1055,467,17451,4,2014-03-04 21:51:01,RT @fab_anderson: Celebrating #SylviaAnderson On #InternationalWomensDay  – A Pioneer For Women In #Television - https://t.co/X7pOJIulAx -…,"['SylviaAnderson', 'InternationalWomensDay', 'Television']"
89,MoonPerrl,,,509,3433,47674,0,2018-01-03 10:37:55,@CF_Farrow Watch the #video from Sky News #Australia that is talking about the #OprahWinfrey #TV Interview. It is enlightening. https://t.co/Rm1iDDj4Xc,"['video', 'Australia', 'OprahWinfrey', 'TV']"
90,DShorb,"I'm a #Writer, #Liberal, and Student of #Buddhism. Check out my writing on Medium. https://t.co/G6g62pMHDc Also check out my books on Amazon. https://t.co/vqtMf","Lewiston, ID",4073,4969,150513,0,2012-03-23 21:44:12,"Hey all! Here's a post you might have missed. Read about...""The First U.S. Sitcom"" and it's impact on our culture and society. https://t.co/LO45M8GlEG #Sitcom #WritingCommunity #TV","['Sitcom', 'WritingCommunity', 'TV']"
91,chasegee8,"IT Consulting, IT Services, Project Management",,1,0,91,0,2012-02-04 23:30:18,"Samsung Q90T QLED 85 inch TV
watch video : https://t.co/5P5bh8yg7r
Samsung Q90T QLED 85 inch https://t.co/byuyuBHp1d
#Samsung #SamsungQled #TV #TV9News https://t.co/TxhTPmjT84","['Samsung', 'SamsungQled', 'TV', 'TV9News']"
92,angiejackson819,,"Murton, County Durham",4811,5242,255228,523,2009-06-22 20:42:52,"RT @TVgroup_UK: #Competition #giveaway #freebiefriday #inittowinit 
...brought to you by https://t.co/uJgx0rvrwd! 

Simply #retweet &amp; #like…","['Competition', 'giveaway', 'freebiefriday', 'inittowinit', 'retweet', 'like']"
93,fab_anderson,"The Official Twitter Account of the late Sylvia Anderson - The Legacy Continues - co-creator of Thunderbirds, Joe 90, Space 1999, Captain Scarlet",glotime.tv,6092,176,823,4,2013-02-09 07:18:58,Celebrating #SylviaAnderson On #InternationalWomensDay  – A Pioneer For Women In #Television - https://t.co/X7pOJIulAx - #thunderbirds #LadyPenelope #Supermarionation #TV #Pioneer #CaptainScarlet #サンダーバード #キャプテンスカーレット https://t.co/6c1qhPHUyT,"['SylviaAnderson', 'InternationalWomensDay', 'Television', 'thunderbirds', 'LadyPenelope', 'Supermarionation', 'TV', 'Pioneer', 'CaptainScarlet', 'サンダーバード', 'キャプテンスカーレット']"
94,GloTIMETV_,Food. Arts. Music. Lifestyle. Travel. Entertainment.,London,22301,1639,8070,1,2014-05-13 14:59:01,Celebrating #SylviaAnderson On #InternationalWomensDay  – A Pioneer For Women In #Television - https://t.co/Y0qYIDoqvn - #thunderbirds #LadyPenelope #Supermarionation #TV #Pioneer #CaptainScarlet #サンダーバード #キャプテンスカーレット https://t.co/wh13ZIIDDQ,"['SylviaAnderson', 'InternationalWomensDay', 'Television', 'thunderbirds', 'LadyPenelope', 'Supermarionation', 'TV', 'Pioneer', 'CaptainScarlet', 'サンダーバード', 'キャプテンスカーレット']"
95,DBChatterjea,"An #ITEngineer, #Computer #Geek , PT #Blogger & Website Manager, #Events Security, Editorial team on a Magazine, #StarTrekfan & more. All tweet mine.",The 3rd planet. 🇬🇧🇮🇳,477,1085,5381,0,2011-07-06 20:19:54,"You will always  find #Cookery , #News and #gameshows programs  on #TV.","['Cookery', 'News', 'gameshows', 'TV']"
96,KokHwaLie,Actor based in London and Amsterdam. Last spotted in @TheKingAndIUK @Hamps_Theatre @NationalTheatre Rep: @thebwhagency,,2596,2075,23759,0,2009-06-25 07:57:43,Covid test.....#work #filming #covidtest #showmustgoon #tv #tvseries #actor #actorslife #workingactor #safebacktowork #coronatest #teststraat #pcrtest #covid #corona https://t.co/c8xdnqXjo9,"['work', 'filming', 'covidtest', 'showmustgoon', 'tv', 'tvseries', 'actor', 'actorslife', 'workingactor', 'safebacktowork', 'coronatest', 'teststraat', 'pcrtest', 'covid', 'corona']"
97,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Coleen Rooney opens up on ‘tough year’ as she celebrates her four children going back to school has been published on https://t.co/yTwHxI0DdI - https://t.co/89nK8gbB3L #Showbiz #TV https://t.co/GOW0VSpnIB,"['Showbiz', 'TV']"
98,CelebWorld4,"https://t.co/Vb5iPlIjKR - World of Celebrity News, Movies, TV and Showbiz.",UK,740,78,18995,0,2020-07-23 21:31:27,Ex On The Beach’s Ashley Cain admits he’s ‘mentally exhausted’ as his baby daughter battles leukaemia has been published on https://t.co/yTwHxI0DdI - https://t.co/tMvzEq9QCM #Showbiz #TV https://t.co/hcgZDBzHO8,"['Showbiz', 'TV']"
99,5stocksinto,https://t.co/2DGAgeKzSQ - #Author - Addicted to #BigData #IoT #AI #China #manufacturing #Stocks #Vietnam #Economics #startup #webdev #mobileapps #technology #automation,WorldWide,1273,1907,4879,39,2016-08-03 03:12:05,RT @5stocksinto: 5 Japanese Stocks Into TV https://t.co/YTCNdHSFmu #Japan #Entertainment #Stocks #Investing #TV #Media #Ninjawarrior #Takes…,"['Japan', 'Entertainment', 'Stocks', 'Investing', 'TV', 'Media', 'Ninjawarrior']"
100,Greatgrandad58,My hobbies are boxing 🥊 football ⚽️ movies 🎥 Beer 🍻 I love to spend time with my Gran kids & in my spare time I love to enter competitions to spoil them all,United Kingdom,232,4994,23474,523,2020-04-18 08:05:35,"RT @TVgroup_UK: #Competition #giveaway #freebiefriday #inittowinit 
...brought to you by https://t.co/uJgx0rvrwd! 

Simply #retweet &amp; #like…","['Competition', 'giveaway', 'freebiefriday', 'inittowinit', 'retweet', 'like']"
101,hplbot,H.P. Lovecraft retweet bot.,,1735,30,98967,1,2015-09-13 20:23:53,"RT @thetwomarks: Check out the review on our Facebook or Instagram pages now

Available | Amazon Prime

#film #movies #cinema #filmnews #mo…","['film', 'movies', 'cinema', 'filmnews']"
102,RRumpet,"Reverend and actor @StuffedProductions! I aim to spread peace, love and blessings to all the sheep in my flock.",,24,11,2799,0,2019-01-10 22:06:12,"Stalin's PUBLIC ADDRESS - Stuffed Productions - Funny Plushie Videos

#Follow #Gangster #Leader #Like #Lol #Meerkat #Plush #PublicAddress #Russia #Russian #Submit #Subscribe #Tv #WebSeries

https://t.co/JUxswfsD63","['Follow', 'Gangster', 'Leader', 'Like', 'Lol', 'Meerkat', 'Plush', 'PublicAddress', 'Russia', 'Russian', 'Submit', 'Subscribe', 'Tv', 'WebSeries']"
103,thetwomarks,"Podcasting to the world about all things film, TV & particularly all things geeky!",,470,1466,117,1,2020-01-26 19:11:16,"Check out the review on our Facebook or Instagram pages now

Available | Amazon Prime

#film #movies #cinema #filmnews #moviereviews #TV #TVReviews #coming2america #comingtoamerica #Amazonprime #AmazonPrimeVideo #amazonprimenow #amazonprimemovies #amazonprimetv #streaming https://t.co/wOrz5Ygbdl","['film', 'movies', 'cinema', 'filmnews', 'moviereviews', 'TV', 'TVReviews', 'coming2america', 'comingtoamerica', 'Amazonprime', 'AmazonPrimeVideo', 'amazonprimenow', 'amazonprimemovies', 'amazonprimetv', 'streaming']"
104,Kaylokulo,"CEO Of KULO EMPIRE, Radio Presenter, Club Dj, Soccer Analyst, Fitness Trainer, HipHop Head",Free State ,162,783,931,0,2011-11-21 13:28:52,Lesson 101... In the entertainment industry YOU HAVE NO FRIENDS. Let that sink in. #careers #music #television #TV #Radio,"['careers', 'music', 'television', 'TV', 'Radio']"
105,Vkthreepi,"Husband to my wife, father of my children, lover of life, radio amateur, SOTA guy, aviation enthusiast, photographer, electronics dabbler, novice book writer",QF22MH,1528,1205,16839,0,2010-10-15 00:44:13,New #strong #dvbt #dbvs desk top box in operation. Manually programmed our local #datv repeater #VK3RTV Need to install a vertically polarised #yagi pointing towards the new repeater site to obtain a reasonable signal. #exciting #hamradio #TV #amateurtelevision https://t.co/8UIR5GJoIg,"['strong', 'dvbt', 'dbvs', 'datv', 'VK3RTV', 'yagi', 'exciting', 'hamradio', 'TV', 'amateurtelevision']"
106,MoonPerrl,,,509,3433,47674,0,2018-01-03 10:37:55,"#Oprah Winfrey #TV Interview: US #NewYork Congressman #MondaireJones declares #MeghanMarkle 'bringing down' the British Empire | Royal | News | https://t.co/HFDa6tDGGH - #USCongress #Washington #USA
 https://t.co/c7gKG6VEWa","['Oprah', 'TV', 'NewYork', 'MondaireJones', 'MeghanMarkle', 'USCongress', 'Washington', 'USA']"
107,Reemsabry1st,"📺 🎤TV presenter, 🤳🏻YouTuber, 🔊 PR specialist, 🕊😍life lover",,1251,746,375,0,2011-02-03 19:07:10,"“Reem &amp; Laura” is launching today 4:00 pm UAE 🇦🇪 TIME on my YouTube channel “Reem Sabry” @YouTube with@LauraJNaylor  in the international women’s day ♥️our day 
 #youtube #youtuber #tv #presenter #arabic #english #cultures #culture #differentcultures #InternationalWomensDay https://t.co/5BNZXq5jxE","['youtube', 'youtuber', 'tv', 'presenter', 'arabic', 'english', 'cultures', 'culture', 'differentcultures', 'InternationalWomensDay']"
108,sgilcymrucyf,"🎬 Hyfforddiant a Chynhyrchu i'r Cyfryngau. 
🎥 Media Training and Production.
🏴󠁧󠁢󠁷󠁬󠁳󠁿 Cymru | Wales","Cardiff, Wales",1245,1180,5587,2,2016-02-26 21:35:59,"RT @InTheEditPcast: @sgilcymrucyf 

If you've watched Netflix's Mosul or Baghdad Central, you'll want to check out my interview with actor…",[]
109,Lyndsayduthie,"CEO, The Production Guild of Great Britain, Warner Bros. Studios, Leavesden Park. Broadcaster & co-author of The TV Studio Production Handbook #film #tv",United Kingdom,4871,4655,5643,1,2013-10-31 22:55:33,"Happy International Women’s Day. Fantastic to celebrate achievements of female trailblazers. So proud that 2 of our brilliant PGGB board members, Emily Stillman &amp; Samantha Perahia MBE featured in Variety ‘those who have made impact in global entertainment’ 🙌✨ #film  #tv #iwd21 https://t.co/3DuAXjDMDq","['film', 'tv', 'iwd21']"
110,dami74098246,A baby girl😍,,28,195,515,1,2019-12-11 10:02:50,"RT @Fouani_Nig: The LG 86"" UM7580 UHD TV with a sophisticated and slim feature that portrays a truly modern design that fits into any decor…",[]
111,MoonPerrl,,,509,3433,47674,0,2018-01-03 10:37:55,#Oprah Winfrey #TV Interview: US Congressman declares #MeghanMarkle 'bringing down' the British Empire | Royal | News | https://t.co/HFDa6tDGGH - #USCongress #Washington #USA https://t.co/c7gKG6VEWa,"['Oprah', 'TV', 'MeghanMarkle', 'USCongress', 'Washington', 'USA']"
112,buy_names,Buy Sell Domain Names,,19,33,1023,34,2020-12-26 03:07:34,"RT @DomainFQ: .
Domain For sale

https://t.co/VykOiIGcZD

#TerreTV #Terre_tv #Terre #Domain #EarthTV #french #Fr #Earth #100DaysOfCode #jav…","['TerreTV', 'Terre_tv', 'Terre', 'Domain', 'EarthTV', 'french', 'Fr', 'Earth', '100DaysOfCode']"
113,ElfTowerHobbies,"eBay reseller specializing in collectibles, movies, video games, electronics, clothing and toys. 🃏🧸🎲🎮📷💿📼👕👖👜 📦📫Thanks for checking us out!","Albuquerque, New Mexico",18,44,99,0,2020-08-28 21:22:21,#Friends #Season #Six #DVD for sale now! #ebay #resale #thrift #find #flip #wb #warner #tv #series #sitcom #reseller #ecommerce #ebaystore https://t.co/k9mZCfme5t,"['Friends', 'Season', 'Six', 'DVD', 'ebay', 'resale', 'thrift', 'find', 'flip', 'wb', 'warner', 'tv', 'series', 'sitcom', 'reseller', 'ecommerce', 'ebaystore']"
114,LazyFrance,"Storyteller travelwriter playwright. Author: Lazy Marseillan, Bradt Lille & travel guides for Thomas Cook, AA. And songs to sing en route. Life in the slow lane",,1607,2306,14103,0,2011-06-09 12:31:33,None of the #TV #news presenters loitering on a street corner 25 miles from Windsor have so far reported on the death of Olivier #Dassault,"['TV', 'news', 'Dassault']"
115,afterbuzztv,"The ESPN of TV Talk•Created by @MariaMenounos & @Undergaro with a vision to serve TV super-fans anytime, anywhere•Sister Networks: @bhlonline & @thepopcorntalk!","Hollywood, CA",39723,4556,71244,0,2010-08-03 19:28:48,"Don't know what to watch on #TV this week? 

Don't worry from #Pennyworth, #marriedtomedicine, #OprahMeghanHarry, #GoodGirls, #TheMaskedSinger, and more, @Bri_Phipps has you covered! 

https://t.co/8FMthDrgiz

#NakedAndAfraid #SouthParQ #CriticsChoiceAwards #KidsChoiceAwards2021","['TV', 'Pennyworth', 'marriedtomedicine', 'OprahMeghanHarry', 'GoodGirls', 'TheMaskedSinger', 'NakedAndAfraid', 'SouthParQ', 'CriticsChoiceAwards', 'KidsChoiceAwards2021']"
116,15MinuteFun,"Have Some Fun with #Funny, #Amazing and #Inspiring videos added daily fresh from the web",WWW,260,163,36706,0,2015-03-07 13:14:45,The Serpent Trailer https://t.co/Z7fEatT5BO #TV #Series #Trailer,"['TV', 'Series', 'Trailer']"
117,DivaMentality1,@Mrodofficial fan. Follow my boy @blackartistent. Leveling up. Female Poet. #TeamKehlani #BLM #Kehlanifan #KekePalmerFan #MichelleRodriguezfan,"Tangelo Park, FL",21432,18046,134875,12,2015-12-07 14:17:49,"RT @FlawlessLadys1: You can also check out the trailer on our YouTube channel. Link below 👇🏾
https://t.co/T7mp7qpkQz #entertainment #film #…","['entertainment', 'film']"
118,ABQSatellite,We are Albuquerque's Oldest and Largest DIRECTV Dealer. Home - Business - Hotels - Long Term Care,"Albuquerque, NM",986,1858,37356,0,2014-05-08 06:26:25,"With 30% Tax Credit, Lithuania’s Burgeoning Biz Gets a Boost - https://t.co/gmFNB59R28 https://t.co/tHHGjr3LFn #TV #Video #Movies #Entertainment","['TV', 'Video', 'Movies', 'Entertainment']"
119,DivaMentality1,@Mrodofficial fan. Follow my boy @blackartistent. Leveling up. Female Poet. #TeamKehlani #BLM #Kehlanifan #KekePalmerFan #MichelleRodriguezfan,"Tangelo Park, FL",21432,18046,134875,10,2015-12-07 14:17:49,RT @FlawlessLadys1: You don't want to miss this horror movie. You will not be disappointed. Go check it out now. #liveevents #film #movies…,"['liveevents', 'film', 'movies']"
120,Filmi_log,Film Production and Services,Mumbai,1879,63,63814,2,2017-02-12 04:46:06,"RT @rocliffeforum: **SCRIPT CALL** Who's entering the BAFTA Rocliffe Children, Family &amp; YA New Writing Competition? Find out more online ht…",[]
121,DivaMentality1,@Mrodofficial fan. Follow my boy @blackartistent. Leveling up. Female Poet. #TeamKehlani #BLM #Kehlanifan #KekePalmerFan #MichelleRodriguezfan,"Tangelo Park, FL",21432,18046,134875,11,2015-12-07 14:17:49,RT @FlawlessLadys1: Attention everyone go check out this new bone chilling thriller: Tales From Da Ville https://t.co/yrk4Q4qCZE #movies #v…,['movies']
122,DivaMentality1,@Mrodofficial fan. Follow my boy @blackartistent. Leveling up. Female Poet. #TeamKehlani #BLM #Kehlanifan #KekePalmerFan #MichelleRodriguezfan,"Tangelo Park, FL",21432,18046,134875,11,2015-12-07 14:17:49,RT @FlawlessLadys1: Attention everyone Tales From Da Ville is available on our YouTube channel and on our Flealeetv platform. Here's the li…,[]
123,YOKdata_nl,"A unique cloud data storage with 
- encryption based on Your Own Key and 
- decentralized storage with blockchain technology!","Almere, Nederland",4188,30,290,0,2018-01-24 10:18:43,"Today will be the launch of Global Human Rights TV channel.
We are so proud to be one of their sponsors and at the same happy because they choose YOKdata for their confidential document storage.
https://t.co/OXNNv30xSh
#humanrights #tv #channel #confidential #yokdata https://t.co/pMEHaq5Pb6","['humanrights', 'tv', 'channel', 'confidential', 'yokdata']"
124,CEPS_thinktank,I Centre for European Policy Studies I CEPS is a leading think tank and forum for debate on 🇪🇺 affairs — Visit https://t.co/elYJxFhnEz,"Brussels, Belgium",49810,3216,12059,1,2011-01-18 11:25:34,"RT @AkhvledianiTina: Happy to talk to @BmgGeorgia @forbesgeorgian about #Georgia's #EU integration, give advice to the @GovernmentGeo on th…","['Georgia', 'EU']"
125,well__tempered,"TV and film development company working with writers from marginalised backgrounds. If you are a writer, producer, or script editor, get in touch!.","London, England",87,356,61,2,2020-08-04 21:17:44,"RT @rocliffeforum: **SCRIPT CALL** Who's entering the BAFTA Rocliffe Children, Family &amp; YA New Writing Competition? Find out more online ht…",[]
126,rocliffeforum,"Rocliffe Production (TV & Films), BAFTA Rocliffe New Writing Initiative helps new talent meet industry. The Team @farahabushwesha @zsszemeredy @fayetimby",UK,10841,1005,16244,2,2010-02-12 21:17:17,"**SCRIPT CALL** Who's entering the BAFTA Rocliffe Children, Family &amp; YA New Writing Competition? Find out more online https://t.co/7y8InmJfwY

#competitions #amwriting #BAFTA #rocliffe #screenwriting #TV #writing #screenwriters #filmmaking #scriptcall #deadline #scriptwriting https://t.co/qapiOzYqkL","['competitions', 'amwriting', 'BAFTA', 'rocliffe', 'screenwriting', 'TV', 'writing', 'screenwriters', 'filmmaking', 'scriptcall', 'deadline', 'scriptwriting']"
127,callum_ward15,"'Live music what the kids want'

Film Account || @myfilmnow","Manchester, England",263,744,7816,1,2013-08-21 20:24:22,"RT @MyFilmNow: A new teaser for #FalconAndWinterSoldier was released over the weekend! I cannot wait for this show, I've always been a big…",['FalconAndWinterSoldier']
128,MyFilmNow,I love films.,"Manchester, England",367,444,2937,1,2017-10-15 16:10:15,"A new teaser for #FalconAndWinterSoldier was released over the weekend! I cannot wait for this show, I've always been a big fan of Falcon so it'll be great to see him and Bucky in leading roles! #Film #FilmTwitter #TV #MCU #Marvel #DisneyPlus  https://t.co/ZFPuEem0Hd","['FalconAndWinterSoldier', 'Film', 'FilmTwitter', 'TV', 'MCU', 'Marvel', 'DisneyPlus']"
129,TripMultiverse,"Trip around the Multiverse podcast. Interact with us here

Podcast

https://t.co/DaqGgbCpQW
YT channel

https://t.co/TNTHa5MHBL",The Multiverse,14,55,57,0,2020-10-15 13:53:53,"Happy Monday Multiversers and some of asked for it and here it is. Our #WandaVision review. Let us know what you guys thought of the show.

You can listen our podcast on Youtube and all Podcast platforms

#podcast #comics #tv #mcu #disneyplus 

https://t.co/nLKTDPoSWC","['WandaVision', 'podcast', 'comics', 'tv', 'mcu', 'disneyplus']"
130,AkhvledianiTina,"PhD in Economics, Researcher at @CEPS_thinktank , Teaching at @EconUW, non-resident researcher at @GIP_ge
Tweets on EaP, Trade, Digital
📍in 🇧🇪, from 🇬🇪","Brussels, Belgium",356,699,490,1,2010-01-13 10:34:36,"Happy to talk to @BmgGeorgia @forbesgeorgian about #Georgia's #EU integration, give advice to the @GovernmentGeo on the upcoming economic plan and share my story on the #InternationalWomanDay on #TV. 
#WomenInScience

@CEPS_thinktank @3dcftas_CEPS @GIP_ge 
https://t.co/j5xkxLqmy5","['Georgia', 'EU', 'InternationalWomanDay', 'TV', 'WomenInScience']"
131,hplbot,H.P. Lovecraft retweet bot.,,1735,30,98967,2,2015-09-13 20:23:53,RT @SistersEnter: and here we go ... we start filming for our first season!! 7 episodes non stop haunted locations it’s going to be a busy…,[]
132,SistersEnter,the crew experience the most haunted locations what we have will blow your mind ! this is the official page https://t.co/56DcNp30Ph,"Adelaide, South Australia",419,371,538,2,2020-05-17 13:58:34,RT @SistersEnter: and here we go ... we start filming for our first season!! 7 episodes non stop haunted locations it’s going to be a busy…,[]
133,buy_names,Buy Sell Domain Names,,19,33,1023,43,2020-12-26 03:07:34,"RT @DomainFQ: .
Domain for sale

https://t.co/3QMMuloTKn

#Tamasha #TamashaLive #Entertainment #Startup #100DaysOfCode #javascript #python…","['Tamasha', 'TamashaLive', 'Entertainment', 'Startup', '100DaysOfCode', 'javascript', 'python']"
134,RivaMedia,Talent Agency | Speakers | Event Hosts | TV & Radio Production | Hair & Makeup Agency | Digital Marketing |,"London, England",561,600,13441,2,2014-10-29 14:13:06,RT @Theresa_Cheung_: I am so happy to be going on @CapitalOfficial tomorrow with @romankemp at 9:05 to 9:25 GMT to talk about dreaming!! Ma…,[]
135,James__PT,@Profiletree | @Connolly_Cove | @AmazeFoodDrink | @AmazeCarDrives,Belfast,81,64,27331,0,2018-06-07 15:12:39,RT ProfileTree: Know more about property buying with property expert Shane O'Connor. https://t.co/E7adqtr4t4 #propertybuying #property interview ProfileTree #TV,"['propertybuying', 'property', 'TV']"
136,TheRetweeterNg,"Goodhearted! Generous! Grand Planner! iRetweet best of everything! Contact theretweeterng@gmail.com for trends,adverts etc RETWEET IS NOT ENDORSEMENT","New Jersey, USA",5425,889,12792,0,2015-11-11 21:12:02,"RT graystone_str MULTI PLAY MVNOS OFFER SIGNIFICANT OPPORTUNITY

Is it time to consider adding mobile to your product roadmap?

https://t.co/l02fCp7XZu

#MVNO #telecoms #telecommunications #5g #mobile #iot #broadband #wifi #TV #Energy #georgia #volton #nigeria #utility #custome…","['MVNO', 'telecoms', 'telecommunications', '5g', 'mobile', 'iot', 'broadband', 'wifi', 'TV', 'Energy', 'georgia', 'volton', 'nigeria', 'utility', 'custome']"
137,_ChriTiba_,"Life is a game, and I make the rules                •INSTA tibaldichristian",Heaven,4,49,29,0,2020-12-09 15:46:03,"Currently Watching @CatfishMTV Troll on @MTV 
Love that show!!!
#BeyondEvil #AmericanIdol #MTV #mtv #Catfish #MTVCatfish #show #tvshow #television #tv #chilling #relax #reality","['BeyondEvil', 'AmericanIdol', 'MTV', 'mtv', 'Catfish', 'MTVCatfish', 'show', 'tvshow', 'television', 'tv', 'chilling', 'relax', 'reality']"
